,HR_Mean,HR_Median,HR_std_log,HR_Min,HR_Max_boxcox,HR_AUC_inverse,Round,Phase,Individual,Puzzler,Frustrated,Cohort
138,-0.8052161568718883,-1.2951659096482444,1.5850561234171985,-1.2281233288121693,1.1910874299793839,0.7577882651297561,4,3,12,1,1,2
139,0.687512442974042,0.1298132036893279,1.199019351573759,0.38845087913824106,1.318542873855196,-0.23751541494521428,4,2,12,1,8,2
140,-2.1767710275899295,-2.2905466282611093,0.2621700279398062,-1.7793252834172864,-1.984426348311167,2.2038413674295363,4,1,12,1,1,2
141,-0.5209495953354498,-0.3245459054287338,-0.5109599800755432,-0.18411549231203747,-0.8286671701288858,1.2524055665437788,1,3,12,1,0,2
142,0.10368411009337991,-0.12646019028189573,0.621045101424874,-0.0003815074436640846,0.5238385145428551,-1.5242317776323473,1,2,12,1,1,2
143,-0.42325752046180193,-0.3505446555417556,-1.108274754682203,0.221808427745996,-1.0772510110978062,0.5051778559302363,1,1,12,1,0,2
144,1.8823379358972605,1.8123037467177905,1.4536304690043615,0.6163379921532759,1.840772745212941,-0.8777901389099522,3,3,13,1,1,2
145,0.5558772348478892,0.6145041879392481,0.3238702346249681,0.6419752923674684,0.3360763828815779,-0.3109468728936551,3,2,13,1,1,2
146,0.5403737976508715,0.5854103485270562,0.048161577285792595,0.5451232693360772,0.6161640052244282,-0.1176857510664366,3,1,13,1,1,2
147,0.028667689842381047,0.28147257934862563,0.9122183039325286,-1.0970882388285235,0.39102906051413255,0.22253984855695313,2,3,13,1,1,2
148,2.2119609630959385,2.380562142045283,1.528140665641925,0.36993505120576803,1.610369735792134,-1.0596827215379536,2,2,13,1,1,2
149,2.3121877592637734,2.0995280336807056,0.9684534909029172,2.043481037409936,1.4932710724242322,-1.1099405530563846,2,1,13,1,1,2
150,-0.05333454542212985,0.15209784664334636,-0.7271268873436405,0.3172361563210424,-0.6277629678074167,0.23258813494985692,4,3,13,1,3,2
151,1.4254614151985319,0.86087329615313,1.641689696751957,0.40981529598339944,1.8924315311237934,-0.6852874910184393,4,2,13,1,2,2
152,1.3936141630992906,1.6631204424978259,0.7256766715842691,0.7331301375734807,0.9146700331222979,-0.6223671829866124,4,1,13,1,1,2
153,1.2091255929365585,1.2941857980368399,-1.1976166059013835,1.831261163414685,0.1624821190538806,-0.47645510073292646,1,3,13,1,1,2
154,1.6670333888446154,1.4706058880894928,0.017317172925766074,1.9124459474262903,0.9417292834402178,-1.0727810319034818,1,2,13,1,1,2
155,0.7658634506436631,0.774210795776386,-0.5086229378446602,1.2074201915360254,0.18564957955191946,-0.3050168515472587,1,1,13,1,1,2
156,-2.1976986276051433,-2.5567243079896738,0.9005413549919893,-2.054214113491673,-0.9693409196414922,2.1977672966639794,3,3,14,0,0,2
157,-0.4996318519330236,-0.2997851910353786,0.22734093990610033,-0.6199495959532925,-0.21776345654268325,0.34161591396348384,3,2,14,0,4,2
158,-2.496043203122401,-2.3468772535059914,-0.1515409112228568,-1.9146332567699642,-1.7818603936286317,2.52389329299232,3,1,14,0,0,2
159,-1.2074702708100018,-2.3338778784494805,2.300514316166598,-1.8163569392822294,1.9596231498656007,1.2501554135283888,2,3,14,0,1,2
160,-0.825697083960981,-0.528821799173912,-0.34465688551208423,-0.9888418601463819,-1.2833514493676297,0.7745392693812063,2,2,14,0,6,2
161,-1.6881292308756026,-1.8498059120593926,0.7961526921394181,-1.437494613894733,0.09309787541387468,1.534741481169151,2,1,14,0,0,2
162,-1.0188068398186851,-1.898708322986269,1.6967854280760981,-1.8576614785162044,0.7332229886665161,0.9368040441665229,4,3,14,0,4,2
163,-0.3228647486268809,-0.30226126247471535,1.0288784461425156,-1.423251669331293,0.5516558088089494,0.4564745522166635,4,2,14,0,8,2
164,-2.42939812911025,-2.5616764508683447,0.5116414539359319,-2.0584869968607054,-1.5436210690628505,2.505569630759463,4,1,14,0,0,2
165,-1.5740101814502485,-1.1917899270559886,-0.48254676012712694,-1.2039103230543216,-1.900726475104696,1.5622733688106767,1,3,14,0,1,2
166,-0.691930231872608,-0.5424401920902572,-1.1149804010585522,-0.11005218058214943,-1.186083270277697,0.7168722675909437,1,2,14,0,4,2
167,-0.6518767318151406,-0.6928615320298883,1.6445354464617739,-1.4602833251962362,1.6612258391849162,0.692095463706068,1,1,14,0,0,2
